,Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Forecast
477,1569,D2,2011,2012-04-29,Bochum,Braunschweig,2,0,H,clear-day
478,1570,D2,2011,2012-04-07,Dresden,Braunschweig,2,2,D,partly-cloudy-day
479,1571,D2,2011,2011-09-23,Frankfurt FSV,Braunschweig,1,1,D,partly-cloudy-day
480,1572,D2,2011,2011-10-14,Paderborn,Braunschweig,1,0,H,partly-cloudy-day
481,1573,D2,2011,2012-03-24,Fortuna Dusseldorf,Braunschweig,1,1,D,clear-day
482,1574,D2,2011,2011-07-24,Aachen,Braunschweig,0,2,A,partly-cloudy-day
483,1575,D2,2011,2012-02-26,St Pauli,Braunschweig,0,0,D,partly-cloudy-day
484,1576,D2,2011,2012-03-11,Cottbus,Braunschweig,1,1,D,partly-cloudy-day
485,1577,D2,2011,2011-10-31,Greuther Furth,Braunschweig,1,3,A,partly-cloudy-day
486,1578,D2,2011,2011-12-09,Munich 1860,Braunschweig,3,0,H,rain
487,1579,D2,2011,2011-09-09,Hansa Rostock,Braunschweig,0,0,D,rain
488,1580,D2,2011,2012-02-05,Ein Frankfurt,Braunschweig,2,1,H,partly-cloudy-day
489,1581,D2,2011,2012-04-13,Union Berlin,Braunschweig,1,0,H,partly-cloudy-day
490,1582,D2,2011,2011-12-02,Ingolstadt,Braunschweig,0,1,A,rain
491,1583,D2,2011,2012-02-20,Erzgebirge Aue,Braunschweig,1,1,D,partly-cloudy-day
492,1584,D2,2011,2011-08-12,Karlsruhe,Braunschweig,1,3,A,rain
493,1585,D2,2011,2012-04-05,Union Berlin,Erzgebirge Aue,1,0,H,partly-cloudy-day
494,1586,D2,2011,2011-12-04,Bochum,Erzgebirge Aue,6,0,H,partly-cloudy-day
495,1587,D2,2011,2011-09-11,Frankfurt FSV,Erzgebirge Aue,1,1,D,rain
496,1588,D2,2011,2012-03-25,Hansa Rostock,Erzgebirge Aue,0,1,A,partly-cloudy-day
497,1589,D2,2011,2011-09-23,St Pauli,Erzgebirge Aue,2,3,A,partly-cloudy-day
498,1590,D2,2011,2011-08-14,Munich 1860,Erzgebirge Aue,4,0,H,rain
499,1591,D2,2011,2011-10-16,Greuther Furth,Erzgebirge Aue,2,0,H,rain
500,1592,D2,2011,2011-10-29,Paderborn,Erzgebirge Aue,1,0,H,clear-day
501,1593,D2,2011,2012-04-29,Duisburg,Erzgebirge Aue,2,1,H,clear-day
502,1594,D2,2011,2012-04-14,Ein Frankfurt,Erzgebirge Aue,4,0,H,clear-day
503,1595,D2,2011,2011-12-11,Aachen,Erzgebirge Aue,1,1,D,partly-cloudy-day
504,1596,D2,2011,2011-07-22,Ingolstadt,Erzgebirge Aue,0,0,D,rain
505,1597,D2,2011,2011-11-20,Dresden,Erzgebirge Aue,1,2,A,clear-day
506,1598,D2,2011,2011-08-20,Braunschweig,Erzgebirge Aue,1,1,D,clear-day
507,1599,D2,2011,2012-02-05,Karlsruhe,Erzgebirge Aue,2,1,H,partly-cloudy-day
508,1600,D2,2011,2012-02-25,Cottbus,Erzgebirge Aue,2,0,H,partly-cloudy-day
509,1601,D2,2011,2012-03-10,Fortuna Dusseldorf,Erzgebirge Aue,3,1,H,partly-cloudy-day
510,1602,D2,2011,2011-07-17,Hansa Rostock,Paderborn,1,2,A,rain
511,1603,D2,2011,2011-10-02,Duisburg,Paderborn,0,1,A,clear-day
512,1604,D2,2011,2011-12-16,Fortuna Dusseldorf,Paderborn,2,3,A,rain
513,1605,D2,2011,2012-04-22,Karlsruhe,Paderborn,2,0,H,partly-cloudy-day
514,1606,D2,2011,2012-03-03,Aachen,Paderborn,0,3,A,clear-day
515,1607,D2,2011,2011-08-21,Dresden,Paderborn,1,2,A,clear-day
516,1608,D2,2011,2011-08-28,Ein Frankfurt,Paderborn,0,0,D,partly-cloudy-day
517,1609,D2,2011,2011-09-18,Bochum,Paderborn,0,4,A,rain
518,1610,D2,2011,2012-05-06,St Pauli,Paderborn,5,0,H,rain
519,1611,D2,2011,2012-02-12,Greuther Furth,Paderborn,5,1,H,partly-cloudy-day
520,1612,D2,2011,2011-11-25,Frankfurt FSV,Paderborn,2,2,D,rain
521,1613,D2,2011,2011-08-05,Union Berlin,Paderborn,3,0,H,rain
522,1614,D2,2011,2012-04-11,Erzgebirge Aue,Paderborn,0,2,A,partly-cloudy-day
523,1615,D2,2011,2012-03-30,Braunschweig,Paderborn,0,0,D,partly-cloudy-day
524,1616,D2,2011,2011-10-21,Munich 1860,Paderborn,1,1,D,partly-cloudy-day
525,1617,D2,2011,2011-11-06,Cottbus,Paderborn,0,2,A,rain
526,1618,D2,2011,2012-03-17,Ingolstadt,Paderborn,4,0,H,clear-day
527,1619,D1,2011,2011-08-27,Nurnberg,Augsburg,1,0,H,rain
528,1620,D1,2011,2012-03-24,Werder Bremen,Augsburg,1,1,D,clear-day
529,1621,D1,2011,2011-11-20,Stuttgart,Augsburg,2,1,H,clear-day
530,1622,D1,2011,2011-12-17,Hamburg,Augsburg,1,1,D,rain
531,1623,D1,2011,2012-04-07,Bayern Munich,Augsburg,2,1,H,partly-cloudy-day
532,1624,D1,2011,2012-04-28,M'gladbach,Augsburg,0,0,D,clear-day
533,1625,D1,2011,2012-02-04,Hoffenheim,Augsburg,2,2,D,partly-cloudy-day
534,1626,D1,2011,2011-10-30,FC Koln,Augsburg,3,0,H,rain
535,1627,D1,2011,2011-12-04,Schalke 04,Augsburg,3,1,H,partly-cloudy-day
536,1628,D1,2011,2012-03-03,Hannover,Augsburg,2,2,D,clear-day
537,1629,D1,2011,2011-09-17,Hertha,Augsburg,2,2,D,partly-cloudy-day
538,1630,D1,2011,2011-10-15,Mainz,Augsburg,0,1,A,clear-day
539,1631,D1,2011,2012-02-18,Leverkusen,Augsburg,4,1,H,partly-cloudy-day
540,1632,D1,2011,2012-04-14,Wolfsburg,Augsburg,1,2,A,clear-day
541,1633,D1,2011,2011-08-14,Kaiserslautern,Augsburg,1,1,D,rain
542,1634,D1,2011,2011-10-01,Dortmund,Augsburg,4,0,H,clear-day
543,1635,D1,2011,2012-01-21,Freiburg,Augsburg,1,0,H,partly-cloudy-day
544,1636,D1,2011,2011-11-20,Hamburg,Hoffenheim,2,0,H,clear-day
545,1637,D1,2011,2012-01-28,Dortmund,Hoffenheim,3,1,H,partly-cloudy-day
546,1638,D1,2011,2012-03-24,M'gladbach,Hoffenheim,1,2,A,clear-day
547,1639,D1,2011,2012-02-11,Werder Bremen,Hoffenheim,1,1,D,partly-cloudy-day
548,1640,D1,2011,2011-12-02,Leverkusen,Hoffenheim,2,0,H,rain
549,1641,D1,2011,2011-10-15,Stuttgart,Hoffenheim,2,0,H,clear-day
550,1642,D1,2011,2012-04-07,Kaiserslautern,Hoffenheim,1,2,A,partly-cloudy-day
551,1643,D1,2011,2012-03-10,Bayern Munich,Hoffenheim,7,1,H,partly-cloudy-day
552,1644,D1,2011,2011-09-25,FC Koln,Hoffenheim,2,0,H,clear-day
553,1645,D1,2011,2012-05-05,Hertha,Hoffenheim,3,1,H,rain
554,1646,D1,2011,2011-09-10,Mainz,Hoffenheim,0,4,A,rain
555,1647,D1,2011,2011-10-29,Schalke 04,Hoffenheim,3,1,H,clear-day
556,1648,D1,2011,2011-08-06,Hannover,Hoffenheim,2,1,H,rain
557,1649,D1,2011,2011-12-10,Nurnberg,Hoffenheim,0,2,A,rain
558,1650,D1,2011,2011-08-20,Augsburg,Hoffenheim,0,2,A,clear-day
559,1651,D1,2011,2012-04-15,Freiburg,Hoffenheim,0,0,D,partly-cloudy-day
560,1652,D1,2011,2012-02-25,Wolfsburg,Hoffenheim,1,2,A,partly-cloudy-day
561,1653,D2,2011,2011-12-04,Dresden,Frankfurt FSV,2,2,D,partly-cloudy-day
562,1654,D2,2011,2011-09-18,Munich 1860,Frankfurt FSV,4,0,H,rain
563,1655,D2,2011,2011-11-20,Greuther Furth,Frankfurt FSV,4,0,H,clear-day
564,1656,D2,2011,2011-08-27,Karlsruhe,Frankfurt FSV,0,4,A,rain
565,1657,D2,2011,2012-02-03,Duisburg,Frankfurt FSV,1,2,A,partly-cloudy-day
566,1658,D2,2011,2011-10-23,St Pauli,Frankfurt FSV,2,1,H,rain
567,1659,D2,2011,2012-03-16,Braunschweig,Frankfurt FSV,0,0,D,clear-day
568,1660,D2,2011,2011-08-14,Ingolstadt,Frankfurt FSV,1,1,D,rain
569,1661,D2,2011,2011-12-10,Union Berlin,Frankfurt FSV,4,0,H,rain
570,1662,D2,2011,2011-09-30,Aachen,Frankfurt FSV,1,3,A,clear-day
571,1663,D2,2011,2012-03-04,Erzgebirge Aue,Frankfurt FSV,4,3,H,clear-day
572,1664,D2,2011,2012-02-18,Ein Frankfurt,Frankfurt FSV,6,1,H,partly-cloudy-day
573,1665,D2,2011,2012-04-29,Paderborn,Frankfurt FSV,1,0,H,clear-day
574,1666,D2,2011,2012-04-01,Cottbus,Frankfurt FSV,1,1,D,partly-cloudy-day
575,1667,D2,2011,2011-07-22,Bochum,Frankfurt FSV,1,0,H,rain
576,1668,D2,2011,2012-04-13,Hansa Rostock,Frankfurt FSV,0,5,A,partly-cloudy-day
577,1669,D2,2011,2012-04-10,Fortuna Dusseldorf,Frankfurt FSV,1,0,H,partly-cloudy-day
578,1670,D2,2011,2012-03-23,Bochum,Ingolstadt,0,1,A,partly-cloudy-day
579,1671,D2,2011,2011-11-27,Cottbus,Ingolstadt,0,0,D,partly-cloudy-day
580,1672,D2,2011,2011-10-15,Duisburg,Ingolstadt,3,1,H,clear-day
581,1673,D2,2011,2011-11-04,Karlsruhe,Ingolstadt,3,2,H,clear-day
582,1674,D2,2011,2011-08-19,Greuther Furth,Ingolstadt,3,0,H,rain
583,1675,D2,2011,2012-02-10,Frankfurt FSV,Ingolstadt,1,1,D,partly-cloudy-day
584,1676,D2,2011,2011-12-16,Erzgebirge Aue,Ingolstadt,1,1,D,rain
585,1677,D2,2011,2011-09-11,Union Berlin,Ingolstadt,4,1,H,rain
586,1678,D2,2011,2011-07-16,St Pauli,Ingolstadt,2,0,H,clear-day
587,1679,D2,2011,2012-03-11,Dresden,Ingolstadt,0,0,D,partly-cloudy-day
588,1680,D2,2011,2011-09-23,Paderborn,Ingolstadt,4,1,H,partly-cloudy-day
589,1681,D2,2011,2012-04-11,Ein Frankfurt,Ingolstadt,1,1,D,partly-cloudy-day
590,1682,D2,2011,2011-10-23,Aachen,Ingolstadt,3,1,H,rain
591,1683,D2,2011,2012-05-06,Braunschweig,Ingolstadt,3,1,H,rain
592,1684,D2,2011,2011-08-05,Fortuna Dusseldorf,Ingolstadt,4,1,H,rain
593,1685,D2,2011,2012-02-24,Hansa Rostock,Ingolstadt,1,2,A,rain
594,1686,D2,2011,2012-04-21,Munich 1860,Ingolstadt,4,1,H,partly-cloudy-day
595,1687,D2,2011,2012-04-29,Greuther Furth,Fortuna Dusseldorf,1,1,D,clear-day
596,1688,D2,2011,2011-10-17,St Pauli,Fortuna Dusseldorf,1,3,A,clear-day
597,1689,D2,2011,2011-12-05,Duisburg,Fortuna Dusseldorf,0,2,A,partly-cloudy-day
598,1690,D2,2011,2012-04-16,Dresden,Fortuna Dusseldorf,2,1,H,clear-day
599,1691,D2,2011,2011-10-30,Frankfurt FSV,Fortuna Dusseldorf,2,5,A,rain
600,1692,D2,2011,2012-04-05,Hansa Rostock,Fortuna Dusseldorf,2,1,H,partly-cloudy-day
601,1693,D2,2011,2012-02-04,Ingolstadt,Fortuna Dusseldorf,1,1,D,partly-cloudy-day
602,1694,D2,2011,2011-10-03,Braunschweig,Fortuna Dusseldorf,1,1,D,clear-day
603,1695,D2,2011,2012-03-03,Karlsruhe,Fortuna Dusseldorf,0,5,A,clear-day
604,1696,D2,2011,2012-03-19,Cottbus,Fortuna Dusseldorf,1,1,D,partly-cloudy-day
605,1697,D2,2011,2011-11-19,Union Berlin,Fortuna Dusseldorf,0,0,D,partly-cloudy-day
606,1698,D2,2011,2012-02-19,Munich 1860,Fortuna Dusseldorf,2,1,H,rain
607,1699,D2,2011,2011-07-24,Paderborn,Fortuna Dusseldorf,1,1,D,partly-cloudy-day
608,1700,D2,2011,2011-12-10,Bochum,Fortuna Dusseldorf,1,1,D,rain
609,1701,D2,2011,2011-08-15,Ein Frankfurt,Fortuna Dusseldorf,1,1,D,rain
610,1702,D2,2011,2011-08-27,Aachen,Fortuna Dusseldorf,0,0,D,rain
611,1703,D2,2011,2011-09-16,Erzgebirge Aue,Fortuna Dusseldorf,2,4,A,partly-cloudy-day
612,44495,E0,2011,2011-08-13,Blackburn,Wolves,1,2,A,partly-cloudy-day
613,44496,E0,2011,2011-08-13,Fulham,Aston Villa,0,0,D,partly-cloudy-day
614,44497,E0,2011,2011-08-13,Liverpool,Sunderland,1,1,D,partly-cloudy-day
615,44498,E0,2011,2011-08-13,Newcastle,Arsenal,0,0,D,partly-cloudy-day
616,44499,E0,2011,2011-08-13,QPR,Bolton,0,4,A,partly-cloudy-day
617,44500,E0,2011,2011-08-13,Wigan,Norwich,1,1,D,partly-cloudy-day
618,44501,E0,2011,2011-08-14,Stoke,Chelsea,0,0,D,rain
619,44502,E0,2011,2011-08-14,West Brom,Man United,1,2,A,rain
620,44503,E0,2011,2011-08-15,Man City,Swansea,4,0,H,rain
621,44504,E0,2011,2011-08-20,Arsenal,Liverpool,0,2,A,clear-day
622,44505,E0,2011,2011-08-20,Aston Villa,Blackburn,3,1,H,clear-day
623,44506,E0,2011,2011-08-20,Chelsea,West Brom,2,1,H,clear-day
624,44507,E0,2011,2011-08-20,Everton,QPR,0,1,A,clear-day
625,44508,E0,2011,2011-08-20,Sunderland,Newcastle,0,1,A,clear-day
626,44509,E0,2011,2011-08-20,Swansea,Wigan,0,0,D,clear-day
627,44510,E0,2011,2011-08-21,Bolton,Man City,2,3,A,clear-day
628,44511,E0,2011,2011-08-21,Norwich,Stoke,1,1,D,clear-day
629,44512,E0,2011,2011-08-21,Wolves,Fulham,2,0,H,clear-day
630,44513,E0,2011,2011-08-22,Man United,Tottenham,3,0,H,partly-cloudy-day
631,44514,E0,2011,2011-08-27,Aston Villa,Wolves,0,0,D,rain
632,44515,E0,2011,2011-08-27,Blackburn,Everton,0,1,A,rain
633,44516,E0,2011,2011-08-27,Chelsea,Norwich,3,1,H,rain
634,44517,E0,2011,2011-08-27,Liverpool,Bolton,3,1,H,rain
635,44518,E0,2011,2011-08-27,Swansea,Sunderland,0,0,D,rain
636,44519,E0,2011,2011-08-27,Wigan,QPR,2,0,H,rain
637,44520,E0,2011,2011-08-28,Man United,Arsenal,8,2,H,partly-cloudy-day
638,44521,E0,2011,2011-08-28,Newcastle,Fulham,2,1,H,partly-cloudy-day
639,44522,E0,2011,2011-08-28,Tottenham,Man City,1,5,A,partly-cloudy-day
640,44523,E0,2011,2011-08-28,West Brom,Stoke,0,1,A,partly-cloudy-day
641,44524,E0,2011,2011-09-10,Arsenal,Swansea,1,0,H,rain
642,44525,E0,2011,2011-09-10,Bolton,Man United,0,5,A,rain
643,44526,E0,2011,2011-09-10,Everton,Aston Villa,2,2,D,rain
644,44527,E0,2011,2011-09-10,Man City,Wigan,3,0,H,rain
645,44528,E0,2011,2011-09-10,Stoke,Liverpool,1,0,H,rain
646,44529,E0,2011,2011-09-10,Sunderland,Chelsea,1,2,A,rain
647,44530,E0,2011,2011-09-10,Wolves,Tottenham,0,2,A,rain
648,44531,E0,2011,2011-09-11,Fulham,Blackburn,1,1,D,rain
649,44532,E0,2011,2011-09-11,Norwich,West Brom,0,1,A,rain
650,44533,E0,2011,2011-09-12,QPR,Newcastle,0,0,D,rain
651,44534,E0,2011,2011-09-17,Aston Villa,Newcastle,1,1,D,partly-cloudy-day
652,44535,E0,2011,2011-09-17,Blackburn,Arsenal,4,3,H,partly-cloudy-day
653,44536,E0,2011,2011-09-17,Bolton,Norwich,1,2,A,partly-cloudy-day
654,44537,E0,2011,2011-09-17,Everton,Wigan,3,1,H,partly-cloudy-day
655,44538,E0,2011,2011-09-17,Swansea,West Brom,3,0,H,partly-cloudy-day
656,44539,E0,2011,2011-09-17,Wolves,QPR,0,3,A,partly-cloudy-day
657,44540,E0,2011,2011-09-18,Fulham,Man City,2,2,D,rain
658,44541,E0,2011,2011-09-18,Man United,Chelsea,3,1,H,rain
659,44542,E0,2011,2011-09-18,Sunderland,Stoke,4,0,H,rain
660,44543,E0,2011,2011-09-18,Tottenham,Liverpool,4,0,H,rain
661,44544,E0,2011,2011-09-24,Arsenal,Bolton,3,0,H,clear-day
662,44545,E0,2011,2011-09-24,Chelsea,Swansea,4,1,H,clear-day
663,44546,E0,2011,2011-09-24,Liverpool,Wolves,2,1,H,clear-day
664,44547,E0,2011,2011-09-24,Man City,Everton,2,0,H,clear-day
665,44548,E0,2011,2011-09-24,Newcastle,Blackburn,3,1,H,clear-day
666,44549,E0,2011,2011-09-24,Stoke,Man United,1,1,D,clear-day
667,44550,E0,2011,2011-09-24,West Brom,Fulham,0,0,D,clear-day
668,44551,E0,2011,2011-09-24,Wigan,Tottenham,1,2,A,clear-day
669,44552,E0,2011,2011-09-25,QPR,Aston Villa,1,1,D,clear-day
670,44553,E0,2011,2011-09-26,Norwich,Sunderland,2,1,H,clear-day
671,44554,E0,2011,2011-10-01,Aston Villa,Wigan,2,0,H,clear-day
672,44555,E0,2011,2011-10-01,Blackburn,Man City,0,4,A,clear-day
673,44556,E0,2011,2011-10-01,Everton,Liverpool,0,2,A,clear-day
674,44557,E0,2011,2011-10-01,Man United,Norwich,2,0,H,clear-day
675,44558,E0,2011,2011-10-01,Sunderland,West Brom,2,2,D,clear-day
676,44559,E0,2011,2011-10-01,Wolves,Newcastle,1,2,A,clear-day
677,44560,E0,2011,2011-10-02,Bolton,Chelsea,1,5,A,clear-day
678,44561,E0,2011,2011-10-02,Fulham,QPR,6,0,H,clear-day
679,44562,E0,2011,2011-10-02,Swansea,Stoke,2,0,H,clear-day
680,44563,E0,2011,2011-10-02,Tottenham,Arsenal,2,1,H,clear-day
681,44564,E0,2011,2011-10-15,Chelsea,Everton,3,1,H,clear-day
682,44565,E0,2011,2011-10-15,Liverpool,Man United,1,1,D,clear-day
683,44566,E0,2011,2011-10-15,Man City,Aston Villa,4,1,H,clear-day
684,44567,E0,2011,2011-10-15,Norwich,Swansea,3,1,H,clear-day
685,44568,E0,2011,2011-10-15,QPR,Blackburn,1,1,D,clear-day
686,44569,E0,2011,2011-10-15,Stoke,Fulham,2,0,H,clear-day
687,44570,E0,2011,2011-10-15,Wigan,Bolton,1,3,A,clear-day
688,44571,E0,2011,2011-10-16,Arsenal,Sunderland,2,1,H,rain
689,44572,E0,2011,2011-10-16,Newcastle,Tottenham,2,2,D,rain
690,44573,E0,2011,2011-10-16,West Brom,Wolves,2,0,H,rain
691,44574,E0,2011,2011-10-22,Aston Villa,West Brom,1,2,A,clear-day
692,44575,E0,2011,2011-10-22,Bolton,Sunderland,0,2,A,clear-day
693,44576,E0,2011,2011-10-22,Liverpool,Norwich,1,1,D,clear-day
694,44577,E0,2011,2011-10-22,Newcastle,Wigan,1,0,H,clear-day
695,44578,E0,2011,2011-10-22,Wolves,Swansea,2,2,D,clear-day
696,44579,E0,2011,2011-10-23,Arsenal,Stoke,3,1,H,rain
697,44580,E0,2011,2011-10-23,Blackburn,Tottenham,1,2,A,rain
698,44581,E0,2011,2011-10-23,Fulham,Everton,1,3,A,rain
699,44582,E0,2011,2011-10-23,Man United,Man City,1,6,A,rain
700,44583,E0,2011,2011-10-23,QPR,Chelsea,1,0,H,rain
701,44584,E0,2011,2011-10-29,Chelsea,Arsenal,3,5,A,clear-day
702,44585,E0,2011,2011-10-29,Everton,Man United,0,1,A,clear-day
703,44586,E0,2011,2011-10-29,Man City,Wolves,3,1,H,clear-day
704,44587,E0,2011,2011-10-29,Norwich,Blackburn,3,3,D,clear-day
705,44588,E0,2011,2011-10-29,Sunderland,Aston Villa,2,2,D,clear-day
706,44589,E0,2011,2011-10-29,Swansea,Bolton,3,1,H,clear-day
707,44590,E0,2011,2011-10-29,West Brom,Liverpool,0,2,A,clear-day
708,44591,E0,2011,2011-10-29,Wigan,Fulham,0,2,A,clear-day
709,44592,E0,2011,2011-10-30,Tottenham,QPR,3,1,H,rain
710,44593,E0,2011,2011-10-31,Stoke,Newcastle,1,3,A,partly-cloudy-day
711,44594,E0,2011,2011-11-05,Arsenal,West Brom,3,0,H,rain
712,44595,E0,2011,2011-11-05,Aston Villa,Norwich,3,2,H,rain
713,44596,E0,2011,2011-11-05,Blackburn,Chelsea,0,1,A,rain
714,44597,E0,2011,2011-11-05,Liverpool,Swansea,0,0,D,rain
715,44598,E0,2011,2011-11-05,Man United,Sunderland,1,0,H,rain
716,44599,E0,2011,2011-11-05,Newcastle,Everton,2,1,H,rain
717,44600,E0,2011,2011-11-05,QPR,Man City,2,3,A,rain
718,44601,E0,2011,2011-11-06,Bolton,Stoke,5,0,H,rain
719,44602,E0,2011,2011-11-06,Fulham,Tottenham,1,3,A,rain
720,44603,E0,2011,2011-11-06,Wolves,Wigan,3,1,H,rain
721,44604,E0,2011,2011-11-19,Everton,Wolves,2,1,H,partly-cloudy-day
722,44605,E0,2011,2011-11-19,Man City,Newcastle,3,1,H,partly-cloudy-day
723,44606,E0,2011,2011-11-19,Norwich,Arsenal,1,2,A,partly-cloudy-day
724,44607,E0,2011,2011-11-19,Stoke,QPR,2,3,A,partly-cloudy-day
725,44608,E0,2011,2011-11-19,Sunderland,Fulham,0,0,D,partly-cloudy-day
726,44609,E0,2011,2011-11-19,Swansea,Man United,0,1,A,partly-cloudy-day
727,44610,E0,2011,2011-11-19,West Brom,Bolton,2,1,H,partly-cloudy-day
728,44611,E0,2011,2011-11-19,Wigan,Blackburn,3,3,D,partly-cloudy-day
729,44612,E0,2011,2011-11-20,Chelsea,Liverpool,1,2,A,clear-day
730,44613,E0,2011,2011-11-21,Tottenham,Aston Villa,2,0,H,clear-day
731,44614,E0,2011,2011-11-26,Arsenal,Fulham,1,1,D,rain
732,44615,E0,2011,2011-11-26,Bolton,Everton,0,2,A,rain
733,44616,E0,2011,2011-11-26,Chelsea,Wolves,3,0,H,rain
734,44617,E0,2011,2011-11-26,Man United,Newcastle,1,1,D,rain
735,44618,E0,2011,2011-11-26,Norwich,QPR,2,1,H,rain
736,44619,E0,2011,2011-11-26,Stoke,Blackburn,3,1,H,rain
737,44620,E0,2011,2011-11-26,Sunderland,Wigan,1,2,A,rain
738,44621,E0,2011,2011-11-26,West Brom,Tottenham,1,3,A,rain
739,44622,E0,2011,2011-11-27,Liverpool,Man City,1,1,D,partly-cloudy-day
740,44623,E0,2011,2011-11-27,Swansea,Aston Villa,0,0,D,partly-cloudy-day
741,44624,E0,2011,2011-12-03,Aston Villa,Man United,0,1,A,rain
742,44625,E0,2011,2011-12-03,Blackburn,Swansea,4,2,H,rain
743,44626,E0,2011,2011-12-03,Man City,Norwich,5,1,H,rain
744,44627,E0,2011,2011-12-03,Newcastle,Chelsea,0,3,A,rain
745,44628,E0,2011,2011-12-03,QPR,West Brom,1,1,D,rain
746,44629,E0,2011,2011-12-03,Tottenham,Bolton,3,0,H,rain
747,44630,E0,2011,2011-12-03,Wigan,Arsenal,0,4,A,rain
748,44631,E0,2011,2011-12-04,Everton,Stoke,0,1,A,partly-cloudy-day
749,44632,E0,2011,2011-12-04,Wolves,Sunderland,2,1,H,partly-cloudy-day
750,44633,E0,2011,2011-12-05,Fulham,Liverpool,1,0,H,partly-cloudy-day
751,44634,E0,2011,2011-12-10,Arsenal,Everton,1,0,H,rain
752,44635,E0,2011,2011-12-10,Bolton,Aston Villa,1,2,A,rain
753,44636,E0,2011,2011-12-10,Liverpool,QPR,1,0,H,rain
754,44637,E0,2011,2011-12-10,Man United,Wolves,4,1,H,rain
755,44638,E0,2011,2011-12-10,Norwich,Newcastle,4,2,H,rain
756,44639,E0,2011,2011-12-10,Swansea,Fulham,2,0,H,rain
757,44640,E0,2011,2011-12-10,West Brom,Wigan,1,2,A,rain
758,44641,E0,2011,2011-12-11,Stoke,Tottenham,2,1,H,partly-cloudy-day
759,44642,E0,2011,2011-12-11,Sunderland,Blackburn,2,1,H,partly-cloudy-day
760,44643,E0,2011,2011-12-12,Chelsea,Man City,2,1,H,rain
761,44644,E0,2011,2011-12-17,Blackburn,West Brom,1,2,A,rain
762,44645,E0,2011,2011-12-17,Everton,Norwich,1,1,D,rain
763,44646,E0,2011,2011-12-17,Fulham,Bolton,2,0,H,rain
764,44647,E0,2011,2011-12-17,Newcastle,Swansea,0,0,D,rain
765,44648,E0,2011,2011-12-17,Wigan,Chelsea,1,1,D,rain
766,44649,E0,2011,2011-12-17,Wolves,Stoke,1,2,A,rain
767,44650,E0,2011,2011-12-18,Aston Villa,Liverpool,0,2,A,rain
768,44651,E0,2011,2011-12-18,Man City,Arsenal,1,0,H,rain
769,44652,E0,2011,2011-12-18,QPR,Man United,0,2,A,rain
770,44653,E0,2011,2011-12-18,Tottenham,Sunderland,1,0,H,rain
771,44654,E0,2011,2011-12-20,Blackburn,Bolton,1,2,A,partly-cloudy-day
772,44655,E0,2011,2011-12-20,Wolves,Norwich,2,2,D,partly-cloudy-day
773,44656,E0,2011,2011-12-21,Aston Villa,Arsenal,1,2,A,rain
774,44657,E0,2011,2011-12-21,Everton,Swansea,1,0,H,rain
775,44658,E0,2011,2011-12-21,Fulham,Man United,0,5,A,rain
776,44659,E0,2011,2011-12-21,Man City,Stoke,3,0,H,rain
777,44660,E0,2011,2011-12-21,Newcastle,West Brom,2,3,A,rain
778,44661,E0,2011,2011-12-21,QPR,Sunderland,2,3,A,rain
779,44662,E0,2011,2011-12-21,Wigan,Liverpool,0,0,D,rain
780,44663,E0,2011,2011-12-22,Tottenham,Chelsea,1,1,D,partly-cloudy-day
781,44664,E0,2011,2011-12-26,Bolton,Newcastle,0,2,A,rain
782,44665,E0,2011,2011-12-26,Chelsea,Fulham,1,1,D,rain
783,44666,E0,2011,2011-12-26,Liverpool,Blackburn,1,1,D,rain
784,44667,E0,2011,2011-12-26,Man United,Wigan,5,0,H,rain
785,44668,E0,2011,2011-12-26,Stoke,Aston Villa,0,0,D,rain
786,44669,E0,2011,2011-12-26,Sunderland,Everton,1,1,D,rain
787,44670,E0,2011,2011-12-26,West Brom,Man City,0,0,D,rain
788,44671,E0,2011,2011-12-27,Arsenal,Wolves,1,1,D,partly-cloudy-day
789,44672,E0,2011,2011-12-27,Norwich,Tottenham,0,2,A,partly-cloudy-day
790,44673,E0,2011,2011-12-27,Swansea,QPR,1,1,D,partly-cloudy-day
791,44674,E0,2011,2011-12-30,Liverpool,Newcastle,3,1,H,rain
792,44675,E0,2011,2011-12-31,Arsenal,QPR,1,0,H,partly-cloudy-day
793,44676,E0,2011,2011-12-31,Bolton,Wolves,1,1,D,partly-cloudy-day
794,44677,E0,2011,2011-12-31,Chelsea,Aston Villa,1,3,A,partly-cloudy-day
795,44678,E0,2011,2011-12-31,Man United,Blackburn,2,3,A,partly-cloudy-day
796,44679,E0,2011,2011-12-31,Norwich,Fulham,1,1,D,partly-cloudy-day
797,44680,E0,2011,2011-12-31,Stoke,Wigan,2,2,D,partly-cloudy-day
798,44681,E0,2011,2011-12-31,Swansea,Tottenham,1,1,D,partly-cloudy-day
799,44682,E0,2011,2012-01-01,Sunderland,Man City,1,0,H,rain
800,44683,E0,2011,2012-01-01,West Brom,Everton,0,1,A,rain
801,44684,E0,2011,2012-01-02,Aston Villa,Swansea,0,2,A,rain
802,44685,E0,2011,2012-01-02,Blackburn,Stoke,1,2,A,rain
803,44686,E0,2011,2012-01-02,Fulham,Arsenal,2,1,H,rain
804,44687,E0,2011,2012-01-02,QPR,Norwich,1,2,A,rain
